Year;AC;Province;Judicial District;Population;Proportion of women;Proportion of foreigners;Dependency ratio;Population density;Degree of ageing;Live Births by maternal residence;Marriages;Deaths:;Natural growth;Under 16-year-olds male;Under 16-year-olds female;Total under 16-year-olds;Under 18-year-olds male;Under 18-year-olds female;Total under 18-year-olds
2025;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;229526;0,52177531085803;0,078792816500092;0,44928396433713;1209,6231640878;0,10317785348937;1074;777;2226;-1152;13309;12763;26072;15814;15031;30845
2025;Comunidad Foral de Navarra;Navarra;Tudela;103089;0,49636721667685;0,18856522034359;0,54711629372833;93,111202810638;0,008806236232348;778;303;917;-139;8748;8070;16818;9998;9220;19218
2025;Comunidad de Madrid;Madrid;Alcalá de Henares;255146;0,51297296449876;0,16577959286056;0,47251719839328;677,12109818576;0,016777916102225;1837;969;1649;188;19465;18179;37644;22670;21171;43841
2025;Galicia;A Coruña;Ordes;35087;0,51021745945792;0,05492062587283;0,6498330747167;46,591331956967;0,040576688964981;175;123;454;-279;2157;2012;4169;2495;2292;4787
2025;Cataluña;Barcelona;Mollet del Vallès;109034;0,50447566814021;0,11622979987894;0,47957065121518;2262,5856071794;0,028071191423907;600;420;864;-264;7833;7380;15213;9184;8656;17840
2025;Cataluña;Barcelona;"L'Hospitalet de Llobregat";292161;0,51087242992733;0,27338693391657;0,46453957591859;21482,425868022;0,18734191079576;2127;642;2223;-96;21027;19777;40804;24099;22584;46683
2025;Comunidad Foral de Navarra;Navarra;Aoiz/Agoitz;76326;0,49127427089065;0,084912087624139;0,49149958963536;25,748926996902;0,0023361960537694;464;283;473;-9;7616;7201;14817;8740;8150;16890
2025;Galicia;A Coruña;Ortigueira;19073;0,51182299585802;0,069207780632307;0,75658500644686;36,285290091563;0,058721753263776;56;49;314;-258;854;763;1617;995;876;1871
2025;Comunidad Foral de Navarra;Navarra;Estella/Lizarra;65974;0,49122381544245;0,13261284748537;0,60423100303951;34,10443171271;0,0034028556704156;436;181;758;-322;4852;4561;9413;5544;5238;10782
2025;Cataluña;Tarragona;Amposta;72825;0,49157569515963;0,21496738757295;0,53000126055717;99,115345998801;0,018131365144753;453;232;780;-327;5186;5041;10227;6106;5833;11939
2025;Galicia;A Coruña;Padrón;26038;0,51317305476611;0,02377294723097;0,62291199202194;110,23242073122;0,069965051079192;109;67;349;-240;1529;1433;2962;1768;1633;3401
2025;Cataluña;Barcelona;Esplugues de Llobregat;69469;0,52397472253811;0,15153521714722;0,58128471273787;5643,298157832;0,11089838633059;415;221;521;-106;5646;5268;10914;6425;6065;12490
2025;Cataluña;Barcelona;Cornellà de Llobregat;92255;0,51529998374072;0,18475963362419;0,4953399789286;13389,695469915;0,20198363232345;608;283;749;-141;6648;6316;12964;7658;7305;14963
2025;Comunidad de Madrid;Madrid;Alcobendas;256309;0,51763301327694;0,1614613610915;0,46520894071914;923,60275229218;0,023682909523828;1654;935;1322;332;21652;20581;42233;24899;23615;48514
2025;Cataluña;Barcelona;Terrassa;261108;0,50723838411692;0,13730716791519;0,47933191315778;1439,5633164834;0,029915462822536;1862;1010;1909;-47;21200;19875;41075;24552;23125;47677
2025;Comunidad Valenciana;Valencia/València;Carlet;88512;0,50320860448301;0,13374457700651;0,50720294247863;547,0119293748;0,027670178700547;622;334;780;-158;7025;6628;13653;8116;7637;15753
2025;Comunidad de Madrid;Madrid;Alcorcón;176806;0,52067803128853;0,13174326663122;0,54017561587512;5241,8026207977;0,22629322534303;1027;631;1284;-257;12214;11726;23940;14306;13559;27865
2025;Galicia;A Coruña;Corcubión;37139;0,51301865963004;0,038692479603651;0,70706931421217;52,165912713875;0,040937424270982;147;118;575;-428;1770;1717;3487;2054;1972;4026
2025;Comunidad Valenciana;Valencia/València;Xàtiva;89829;0,50219862182591;0,1274087432789;0,50985797125809;79,35844549117;0,0083213661512429;546;279;842;-296;6013;5827;11840;6995;6793;13788
2025;Castilla y León;Salamanca;Salamanca;241489;0,52544836410768;0,075668042850813;0,5932821788384;53,511417087142;0,0018247412079948;1342;686;2483;-1141;15203;14435;29638;17784;16730;34514
2025;Cataluña;Barcelona;Sant Feliu de Llobregat;199998;0,50905009050091;0,097410974109741;0,48423724285333;1520,3192515028;0,018973189731897;1296;766;1577;-281;15321;14448;29769;17928;16838;34766
2025;Cataluña;Tarragona;Valls;68484;0,48849366275334;0,14534781846855;0,5277740596975;62,069153455088;0,0048284915981054;432;269;655;-223;5253;4943;10196;6109;5717;11826
2025;Galicia;A Coruña;Muros;21671;0,51908079922477;0,026856167228093;0,80787519813131;50,298246937458;0,092231553689262;95;62;365;-270;921;921;1842;1074;1053;2127
2025;Castilla-La Mancha;Cuenca;Tarancón;42269;0,48815917102368;0,17897276964205;0,55721338048924;10,336715344323;0,0042609303072676;261;133;523;-262;2632;2588;5220;3021;2974;5995
2025;Galicia;Ourense;Bande;9563;0,49879744849942;0,076858726341106;1,0031420192711;12,262457294563;0,05731726445676;22;30;215;-193;249;192;441;294;229;523
2025;Cataluña;Girona;Puigcerdà;16305;0,49034038638454;0,19233363998773;0,44279267321476;64,952395703531;0,016369769451646;111;49;102;9;1140;1111;2251;1311;1293;2604
2025;Cataluña;Barcelona;Vic;171250;0,49451678832117;0,18261605839416;0,51050073650693;143,31143537616;0,0039405332936094;1259;696;1422;-163;13892;12969;26861;16089;14936;31025
2025;Galicia;Lugo;Viveiro;45069;0,50540282677672;0,092413854312277;0,60759764579989;74,813252314309;0,039225568414146;223;160;645;-422;2560;2457;5017;2938;2830;5768
2025;Cataluña;Barcelona;Granollers;325806;0,49968386094793;0,10922450783595;0,47241642676693;423,41061153929;0,0051918714116464;2024;1330;2471;-447;25605;23776;49381;30014;27766;57780
2025;Cataluña;Barcelona;Mataró;308127;0,50815410528775;0,13856948595871;0,51196808510638;1714,1975124388;0,011838510438496;1877;1272;2430;-553;23677;22278;45955;27505;25846;53351
2025;Castilla y León;Soria;Almazán;11548;0,46285071007967;0,12963283685487;0,70098689055826;3,7723768494422;0,00661439026008;36;19;211;-175;670;591;1261;754;683;1437
2025;Galicia;Ourense;Xinzo de Limia;18509;0,5067264573991;0,056459019936247;0,83293721529016;26,289699414708;0,037073855961964;58;53;318;-260;893;788;1681;1028;900;1928
2025;Cataluña;Barcelona;Arenys de Mar;158118;0,50493302470307;0,14153986263424;0,51607954436497;639,35142637196;0,016241521667849;913;604;1617;-704;11516;10766;22282;13400;12599;25999
2025;Galicia;Lugo;Sarria;21758;0,50496369151576;0,076753378067837;0,72436202250753;27,716844295984;0,054416766246898;112;78;363;-251;1077;1097;2174;1235;1256;2491
2025;Cataluña;Girona;La Bisbal D´Empordà;90629;0,49747873197321;0,21072725065928;0,5256123221951;161,06667956853;0,0065431594743404;536;310;815;-279;6856;6457;13313;7932;7451;15383
2025;Castilla y León;Valladolid;Valladolid;464850;0,51701193933527;0,074611164891901;0,58125690960116;121,50527060919;0,002169215121271;2734;1563;4388;-1654;31111;29594;60705;36143;34253;70396
2025;Castilla y León;Valladolid;Medina del Campo;46983;0,4896451908137;0,092012004341996;0,58941136671177;22,901555967634;0,0056240351308599;244;146;516;-272;2840;2587;5427;3264;2979;6243
2025;Galicia;Pontevedra;Tui;50942;0,50632091398061;0,060951670527266;0,55296771636741;157,18472793664;0,048930155863531;249;181;529;-280;3150;2989;6139;3698;3464;7162
2025;Cataluña;Barcelona;Manresa;197803;0,50152424381834;0,14784912261189;0,53479620419153;152,11285936265;0,0059883534916775;1296;684;1839;-543;15407;14353;29760;17858;16598;34456
2025;Illes Balears;Illes Balears;Eivissa;175955;0,49031854735586;0,28278252962405;0,35949222341552;268,30588118071;0,022807914902485;1315;832;965;350;12391;11683;24074;14200;13250;27450
2025;Galicia;Pontevedra;Redondela;41150;0,51261239368165;0,031397326852977;0,55729639721465;199,68942067408;0,062260024301337;177;139;379;-202;2586;2319;4905;3025;2745;5770
2025;Cataluña;Girona;Blanes;90683;0,49873735981386;0,28803634639348;0,46674538220166;867,03316009147;0,06284897206018;541;265;660;-119;6591;6183;12774;7685;7170;14855
2025;Castilla y León;Valladolid;Medina de Rioseco;16811;0,47129855451788;0,10273035512462;0,6949989917322;7,5276280242615;0,0051565938968533;70;42;236;-166;757;704;1461;876;807;1683
2025;Galicia;Lugo;Monforte de Lemos;34726;0,51609744859759;0,097506191326384;0,78347285706949;22,858835165667;0,039109344903275;155;97;650;-495;1675;1589;3264;1926;1838;3764
2025;Cataluña;Barcelona;Martorell;142113;0,49896209354528;0,1065841970826;0,45558366535905;929,63302511723;0,019396927484154;849;544;1063;-214;11055;10440;21495;12951;12375;25326
2025;Galicia;Ourense;Celanova;13972;0,51896650443745;0,064843973661609;0,88861854555285;40,185222406566;0,057318719070795;42;22;279;-237;520;534;1054;601;623;1224
2025;Cataluña;Girona;Olot;63339;0,49242962471779;0,21280727513854;0,5283032525818;86,308201962878;0,0099570038470242;430;212;599;-169;4793;4548;9341;5616;5205;10821
2025;Castilla y León;Soria;Burgo de Osma-Ciudad de Osma;13121;0,47343952442649;0,15143662830577;0,65543779964673;5,7964163800412;0,0088250985174193;70;30;211;-141;710;647;1357;819;750;1569
2025;Galicia;Lugo;Lugo;127292;0,5282971435754;0,08417653898124;0,59379969198793;79,697967747962;0,025884580334978;704;434;1500;-796;8034;7577;15611;9205;8740;17945
2025;Galicia;Ourense;O Barco de Valdeorras;23871;0,50672363956265;0,11549578987055;0,64434800578632;27,949699433642;0,042586042837394;100;67;370;-270;1274;1150;2424;1477;1348;2825
2025;Galicia;Ourense;O Carballiño;26238;0,521991005412;0,074967604238128;0,79454209698379;47,493890128365;0,039620228506577;94;68;448;-354;1291;1138;2429;1487;1358;2845
2025;Cantabria;Cantabria;Laredo;36359;0,50281910943645;0,060095162133172;0,57411897133951;61,306422939239;0,023563004283046;150;130;451;-301;2190;2005;4195;2594;2357;4951
2025;Cataluña;Girona;Santa Coloma de Farners;96364;0,49233116101449;0,15619941056826;0,50658203308214;103,97496723469;0,0080264241141228;671;420;811;-140;7599;7342;14941;8750;8427;17177
2025;Castilla y León;Soria;Soria;65514;0,50047318130476;0,1270568122844;0,57800419105427;13,161685445653;0,0023876052237301;374;211;726;-352;4495;4209;8704;5194;4835;10029
2025;Cataluña;Barcelona;Vilafranca del Penedès;113325;0,49876902713435;0,12597396867417;0,49851239669421;207,65763316029;0,007200868842166;715;475;928;-213;9204;8664;17868;10713;10050;20763
2025;Cataluña;Barcelona;Vilanova I la Geltrú;166996;0,50577259335553;0,17540539893171;0,486165867203;720,30710491352;0,028090493185466;993;644;1340;-347;12100;11525;23625;14198;13350;27548
2025;Cataluña;Barcelona;Gavà;192951;0,50992220822903;0,15863613041653;0,46042234332425;1687,9625517601;0,044441334846671;1067;683;1355;-288;15017;13847;28864;17542;16296;33838
2025;Comunidad Foral de Navarra;Navarra;Tafalla;48075;0,48486739469579;0,15652626105044;0,55854892044349;34,660139459604;0,0082440630958572;355;120;484;-129;3646;3395;7041;4183;3857;8040
2025;Canarias;Santa Cruz de Tenerife;Puerto de la Cruz;31589;0,51609737566875;0,21057963215043;0,57913417316537;3577,4632245684;0,27712178289911;128;112;372;-244;1580;1499;3079;1844;1721;3565
2025;Comunidad Valenciana;Valencia/València;Quart de Poblet;59686;0,50971752169688;0,13626311027712;0,49566481230893;1517,1835223309;0,10014073652113;431;245;532;-101;4437;4015;8452;5122;4605;9727
2025;Castilla-La Mancha;Cuenca;Cuenca;82824;0,50446730416304;0,11557036607747;0,53902185223725;10,432167108192;0,0019931993837862;541;279;912;-371;5348;4980;10328;6174;5763;11937
2025;Cataluña;Girona;Girona;242795;0,50194196750345;0,20432051730884;0,48085461953207;289,13804428152;0,0044539415426269;1969;977;1671;298;21075;19730;40805;24333;22647;46980
2025;Comunidad de Madrid;Madrid;Navalcarnero;168990;0,50017160778744;0,116308657317;0,46409294508027;195,8600389402;0,0064952740614022;1167;620;1040;127;16471;15365;31836;18799;17631;36430
2025;Comunidad Valenciana;Valencia/València;Paterna;142258;0,5118517060552;0,1452993856233;0,47637926024326;2520,9639912914;0,042125926134207;955;520;994;-39;12253;11573;23826;14257;13336;27593
2025;Cataluña;Barcelona;Sabadell;332706;0,51062499624293;0,12618648296093;0,49317380103941;1493,7637592976;0,021106388890559;2184;1149;2666;-482;26032;24724;50756;30427;28805;59232
2025;Galicia;A Coruña;Noia;26227;0,51267777481222;0,034201395508445;0,64175273865415;116,3369398331;0,097075532847829;108;88;322;-214;1426;1402;2828;1663;1621;3284
2025;Cataluña;Tarragona;Reus;207529;0,50573654766322;0,18767979414925;0,50667199070713;297,77169059287;0,0068207334878499;1436;662;1623;-187;17009;15778;32787;19749;18409;38158
2025;Comunidad Foral de Navarra;Navarra;Pamplona/Iruña;390390;0,51393222162453;0,12258254565947;0,52895653093436;162,07901582576;0,002513199382609;2535;1354;3410;-875;28010;26969;54979;32519;31262;63781
2025;Galicia;Ourense;Ourense;160375;0,53034450506625;0,077106780982073;0,62535091364231;150,20323770521;0,014655453911474;772;497;2073;-1301;9584;8973;18557;11067;10491;21558
2025;Galicia;Pontevedra;O Porriño;45555;0,50791351114038;0,055098232905279;0,48833638264506;302,93257635343;0,064998353638459;252;196;422;-170;3390;3170;6560;3889;3632;7521
2025;Cataluña;Barcelona;Barcelona;1713247;0,52139650616636;0,25545820304953;0,47340977676717;17003,244974962;0,20987808529652;11354;5442;15337;-3983;105582;99895;205477;121247;114502;235749
2025;Cataluña;Barcelona;Berga;41316;0,50050827766483;0,1270694162068;0,61189138576779;36,569627969762;0,0085140542808274;261;169;531;-270;2863;2701;5564;3320;3082;6402
2025;Comunidad de Madrid;Madrid;Torrelaguna;34108;0,48959188460185;0,15093233259059;0,49879158061256;27,165783843051;0,0048780624012241;167;140;287;-120;2384;2351;4735;2798;2713;5511
2025;Comunidad Valenciana;Valencia/València;València;841558;0,52447127827197;0,19411139814487;0,49990019177438;6040,4676698126;0,21414329137148;5851;3112;7476;-1625;55675;52740;108415;64429;60967;125396
2025;Cataluña;Girona;Figueres;150044;0,4977539921623;0,25947722001546;0,50799505522669;110,46943070766;0,0028594553440795;1063;498;1250;-187;11853;11284;23137;13728;12921;26649
2025;Galicia;Pontevedra;Pontevedra;114461;0,52294668052874;0,054105765282498;0,55165588948988;202,73654412487;0,048119446798473;629;382;1122;-493;7442;6918;14360;8711;8099;16810
2025;Cantabria;Cantabria;Torrelavega;124122;0,51438906881939;0,065137525982501;0,56907907211934;138,86222514631;0,012443402458871;586;445;1291;-705;7922;7517;15439;9263;8829;18092
2025;Cataluña;Barcelona;Igualada;119845;0,49427176769995;0,11524051900371;0,50718094471553;140,96094968472;0,0060687763361008;834;448;977;-143;9572;8954;18526;11265;10423;21688
2025;Galicia;Ourense;Ribadavia;15531;0,50962590947138;0,050866009915653;0,87981118373275;37,265158413006;0,036285200859279;51;45;292;-241;616;544;1160;715;628;1343
2025;Cataluña;Tarragona;El Vendrell;165691;0,500678974718;0,17332866601083;0,52532059248621;340,42365234924;0,0082717830177861;1064;626;1459;-395;12613;12081;24694;14554;13971;28525
2025;Comunidad Valenciana;Valencia/València;Mislata;79181;0,51210517674695;0,19070231494929;0,47475368311263;11058,798750114;0,097845442719844;530;245;667;-137;5612;5264;10876;6507;6202;12709
2025;Comunidad de Madrid;Madrid;Torrejón de Ardoz;237225;0,50681842132996;0,16385288228475;0,43939347972502;667,07440726762;0,013593155711398;1621;946;1177;444;20668;19407;40075;23803;22456;46259
2025;Cataluña;Barcelona;Badalona;282457;0,50690901623964;0,18254814007088;0,50363856075891;10189,646804693;0,064943218495795;2140;722;2176;-36;22131;20744;42875;25556;23884;49440
2025;Castilla-La Mancha;Cuenca;San Clemente;36627;0,48969339558249;0,15570480792858;0,57643970043901;15,967965609843;0,0092574896681157;215;95;498;-283;2360;2241;4601;2752;2574;5326
2025;Castilla-La Mancha;Cuenca;Motilla del Palancar;38139;0,48590681454679;0,1818086473164;0,53039605152281;13,542188157463;0,0060196474300148;305;117;402;-97;2689;2619;5308;3077;2954;6031
2025;Cataluña;Barcelona;Rubí;193842;0,50900733587148;0,14782658041085;0,47130886237362;1740,6789293978;0,054943373125191;1231;647;1122;109;16824;15814;32638;19597;18329;37926
2025;Cataluña;Barcelona;Sant Boi de Llobregat;103941;0,51329119404277;0,11016826853696;0,49181904297155;1924,1206967179;0,049018193013344;653;336;909;-256;7742;7435;15177;9060;8724;17784
2025;Comunidad de Madrid;Madrid;Leganés;195946;0,51910220162698;0,14249334000184;0,54551047450782;4547,3659620823;0,22692476498627;1150;672;1430;-280;13696;13159;26855;15971;15364;31335
2025;Castilla-La Mancha;Toledo;Orgaz;66930;0,49190198715075;0,095293590318243;0,57489764224199;24,005422640541;0,012258683463477;451;176;702;-251;4924;4610;9534;5616;5333;10949
2025;Castilla-La Mancha;Toledo;Illescas;184886;0,48605086377552;0,17140832729358;0,42478653555686;208,43498399926;0,0045379314821025;1344;674;893;451;18028;16985;35013;20760;19439;40199
2025;Canarias;Santa Cruz de Tenerife;Valverde;11993;0,49487200867173;0,16434586842325;0,50269389800777;44,796802425356;0,076489063064565;60;39;99;-39;714;639;1353;856;750;1606
2025;Andalucía;Málaga;Torremolinos;150057;0,50532797536936;0,25753546985479;0,46247258905511;3204,976526657;0,090292355571549;810;543;984;-174;11287;10764;22051;13051;12361;25412
2025;Andalucía;Málaga;Marbella;176759;0,51960013351513;0,32654631447338;0,4429306122449;394,95687455514;0,042068579251976;1195;491;1224;-29;13596;13067;26663;15748;15159;30907
2025;Comunidad Valenciana;Valencia/València;Ontinyent;89916;0,50080074736421;0,12636238266827;0,51690397462717;124,5011834486;0,0063827546232693;549;309;824;-275;6324;5755;12079;7352;6724;14076
2025;Andalucía;Cádiz;San Roque;47477;0,50015797122817;0,16917665395876;0,46457105839529;71,195920877327;0,041599090085726;301;169;352;-51;3980;3780;7760;4634;4382;9016
2025;Andalucía;Cádiz;Sanlúcar de Barrameda;97039;0,50262265686992;0,025814363297231;0,4911412634264;352,57421124658;0,062143399389249;661;400;766;-105;7802;7202;15004;9061;8356;17417
2025;Andalucía;Cádiz;La Línea de la Concepción;65420;0,50854478752675;0,10608376643228;0,48233747989033;2452,9433750602;0,17861510241516;521;218;622;-101;5247;5095;10342;6004;5791;11795
2025;Castilla-La Mancha;Ciudad Real;Tomelloso;56712;0,4968789674143;0,14416701932572;0,48162081667842;53,978527209162;0,046709691070673;406;175;535;-129;4351;4139;8490;5011;4816;9827
2025;Canarias;Santa Cruz de Tenerife;Icod de los Vinos;47582;0,50670421587995;0,096948425875331;0,51757351534095;179,05471400415;0,039125439592003;224;167;469;-245;2787;2700;5487;3288;3119;6407
2025;Andalucía;Cádiz;Jerez de la Frontera;219442;0,51220823725631;0,043323520565799;0,48119498893029;155,43749493227;0,095651698398666;1390;693;1867;-477;16420;15546;31966;19314;18308;37622
2025;Comunidad Valenciana;Valencia/València;Gandía;165419;0,50402311705427;0,21371789214056;0,49313992742765;512,83172188972;0,0071297303039122;1046;603;1451;-405;12156;11270;23426;14179;13167;27346
2025;Andalucía;Córdoba;Aguilar de la Frontera;18708;0,50197776352363;0,024481505238401;0,50482625482625;85,761439348577;0,068081391205189;131;87;213;-82;1361;1281;2642;1587;1477;3064
2025;Comunidad de Madrid;Madrid;Madrid;3477497;0,53094941562854;0,18846946525044;0,47181436034956;5740,6224934851;0,20185610512389;26340;15866;28253;-1913;227426;217449;444875;260585;248796;509381
2025;Castilla-La Mancha;Ciudad Real;Manzanares;43114;0,4979125110173;0,065060073294058;0,53715059897319;48,054481184962;0,03655038579889;274;139;412;-138;3117;2954;6071;3604;3430;7034
2025;Andalucía;Córdoba;Montoro;43199;0,49938655987407;0,021273640593532;0,5440345986132;23,826832069131;0,02439614085717;320;166;457;-137;3198;2964;6162;3681;3433;7114
